text,label
??? ?? ????? ?????? ??????? ?????? ???? ?? ???? ???? ????? ?? ??? ?????? ?? ??? ?? ?? ?? ???? ??? ???? ????? ??? ?? ?????? ??? ?? ??? ???? ?? ??? ??? ???? ????? ?? ? ???? ??? ???? ?? ????? ?? ??? ???? ???? ???? ??? ????? ?? ????? ? ?????? ????????? ?? ??? ??????? ?? ????? ??? ?? ?? ???? ????? ???? ?? ??? ?????? ?? ??? ???? ??? ????? ???? ???? ?? ??????? ??? ?????? ?????? ?? ???? ??? ??? ???? (?? ??? 970) ?? ??? ???? ???? ???? ???? ?? ???? ????? ?? ??? ??? ????? ??????? ??? ? ???? ??? ????????? ???? ??? (?? ??? 990) ?????? ????????? ?? ???????? ?? ??????? ???? ???? ?? ??????? ??? ?? ?????? ?? ??? ??????? ??????? ?? ??? ?? ????? ?? ?? ?? ???? ????? ???? ?? ???? ?????? ?? ????? ????? ??????? ?? ????? ????? ??? ???? ?? ??????? ??? ?? ?????? ???? ?? ??? ??? ?? ???? ???? ?? ???? ?? ??? ?? ??? ?? ???? ???? ?? ???? ?? ????? ???? ????? ??? ?? ?? ??? ?? ??? ???? ?? ???? ????? ??? ???? ???? ?? ??????? ??? ???? ?? ????? ?? ????? ???? ?????? ??????? ?? ??? ??? ??????? ?? ????? ??? ????? ??? ???? ?? ??? ?? ?? ????? ???? ????? ??? ?? ?? ????? ? ?????? ????? ??? ??? ???? ?? ??? ?? ????? ???? ??????? ?????? ?? ??? ????? ??? ?? ?? ?????? ??? ?? ??????? ??? ?? ?? ????? ?? ?? ???????? ?? ?????? ??? ????? ?? ??????? ?? ?????? ????? ?? ????? ?? ? ?? ?? ???? ???? ???? ???? ??? ??? ???? ?? ????? ???? ??? ?????? ?? ?????? ?? ??? ???? ?? ????? ???? ???? ???? ?? ?? ??? ?? ? ??????? ?? ???? ?? ?? ?????? ????? ?? ????? ??????? ?? ????? ?? ????? ???? ???? ???? ????? ???? ??????? ????? ????? ?? ?????? ??? ? ?? ??? ???????? ????? ??????? ?? ?? ???? ?????? ??? ????? ??????? ??? ??? ???? ??? ???? ??? ???? ???? ??? ???? ?? ??? ??? ?? ?????? ???? ??? ????? ?? ? ?????? ?? ???? ???? ??? ?? ???? ???? ??? ?????? ?? ?? ?? ???? ??? ???? ??? ?? ? ???? ?? ????? ??? ??? ????? ?? ???? ?? ?? ?? ??? ?? ???? ???? ?? ?? ??? ????? ??? ???? ?? ???? ?? ????? ????? ?? ????? ?? ???? ?? ??? ?? ????? ????? ?? ???? ??????? ?? ????? ???? ?? ????? ????: ?????? ?? ????? ?? ???? 1993 ?? ????? ?? ???? ???????? ?? ??? ??? ?? ????? ???? ?? ??? ??? ? ???? ?? ??????? ?? ??? ??? ????????? ??? ?? ???????? ?? ???? ?? ?? ?? ????? ??? ??? ?? ?????? ?????? ?? ?????? ?? ???? ???? ??? ? ?? ??? ???? ????? ??? ???? ??? ??? ???? ??? ? ??? ???? ????? ?? ????? ? ?????? ?? ?????? ?? ????? ????? ??? ?? ???? ???????? ?? ????? ????? ??? ?? ??? ???? ????? ?? ??????? ??????? ?? ???? ?? ?? ????? ?? ??? ???? ?? ???? ?? ????? ?? ???? ???? ?? ?? ??? ???? ??? ????? ??? ?? ?? ????? ? ?????? ?? ??????? ?? ?? ?? ????? ????? ? ????????? ??? ??? ???? ???? ??????? ??? ?? ??? ???? ???? ???? ?? ?? ?? ????? ??? ?? ??? ?? ??? ??? ?? ???? ???? ?? ????? ?? ??? ?????? ??? ????? ???? ?? ???? ?? ???? ??? ????? ??? ???? ?? ???? ???? ?? ?? ? ???? ?? ???? ???: ???? ???? ??? ????? ???? ??????? ?? ??? ??? ??? ??? ??? ???? ??? ??? ?????? ?? ????? ?? ???? ???? ???? ?? ?? ?? ???? ?? ?? ?? ???? ??? ????? ?????? ?? ?? ??? ???????? ??? ???? ???? ??? ?? ?? ???? ??? ???? ??? ?? ????? ???? ??? ?? ? ?? ??? ????? ????? ?? ???? ??? ??? ???? ?? ???? ???? ???? ? ?? ???? ???? ?? ??? ????? ?? ??? ?? ??? ????? ???????? ??? ???? ?? ?? ??? ???? ? ????? ?? ???? ?? ??? ????? ?? ?? ?? ??? ?? ???? ???? ???? ??? ???? ?? ???? ??? ? ???? ???? ????? ?? ?? ??????? ?? ?? ???? ?? ????? ??? ?? ????? ???? ?? ??? ?? ????? ?? ????? ??? ?? ?????? ?? ??? ???? ???? ???? ?? ??? ?????? ???? ???? ? ??? ??? ?? ??? ????? ????? ???? ????? ???? ?? ???? ?? ???? ??????? ?? ??? ??? ?? ??? ???? ?? ??? ??? ???? ?? ???? ????? ??? ???? ???? ?? ??????? ?? ??? ????? ???? ??? ???? ???? ?? ?? ???? ?? ?????? ??? ????? ???? ???? ????? ?? ???? ???? ??? ???? ?? ??? ?????? ?? ????? ? ???? ????? ?? ?? ???? ???? ?? ??? ??? ????? ??? ?? ???? ??????? ?? ?? ?? ???? ??? ???? ??? ?? ?????? ??? ??? ?? ???? ???? ??? ??? ?? ???? ???? ?? ??????? ?? ????? ??????? ???? ?? ????? ????? ?? ??? ????? ??? ? ?? ????? ??? ?? ?? ????? ?? ????? ???? ??? ???? ?????? ???? ????? ???? ?? ???? ?????? ?? ???? ???? ???? ??? ?? ???? ?? ????? ???? ????? ???? ??? ?? ?? ???? ?? ???? ?? ?? ???? ????? ?? ??? ??????? ?????? ??? ????? ?? ???? ??? ?? ????? ?? ??? ???? ?? ?? ?? ???? ????? ??? ?? ?? ?? ?????? ????? ?? ???? ?? ???????? ??? ????? ?? ????? ?? ????? ?????? ?? ????? ???? ????????? ??????? ?? ?????? ????: ???? ???? ??? ??? ?? ?? ??? ??? ?? ???? ???? ?? ???? ???? ????? ??? ?? ??? ??????? ?? ???? ?? ???? ?? ??? ???? ?? ????? ? ??? ???? ????? ??? ?? ?? ???? ?????? ?? ??????? ?? ??? ??? ???? ????? ???? ???? ???? ???? ??? ??? ?? ?? ?? ??? ???? ???? ?? ?? ????? ????? ?? ??? ??? ???? ??? ?????? ?? ?? ?? ???? ??????? ??? ? ?? ???? ???? ???? ?? ?? ??????? ?? ?? ???? ????? ???? ?? ? ?? ???? ???? ??? ?? ????? ???? ??? ?? ??? ??? ??? ?? ???? ??? ?? ???? ??? ?? ???? ?? ???? ??? ??? ??? ?? ????????? ????? ??? ???????? ?? ??????? ??? ??? ???? ???? ?? ?? ??????? ??????? ?? ?? ???? ??? ????? ???? ?? ? ?? ????? ?? ? ?? ?? ?? ?? ??? ?? ?? ???????? ???? ?????? ?? ?? ?? ?? ??? ?? ?? ???????? ???? ???? ?? ?? ?? ?? ?? ???? ????? ?????? ??? ???? ?? ??? ???? ?? ??? ? ?? ???? ?? ?? ??? ?? ??? ?? ?? ????? ?? ??? ?????? ?? ?? ???? ????? ???,0
"??????? ????????? ?????? (?? ?? ???) ?? ????? ????? ?? ???? ?? ????? ?? ????? ???? ????? ??????? ???? ??? ???? (?? ??? ???-???) ?? ?????? ???? ???????? ?? ??? ?? ?? ?? ???? ???? ????? ??? ??? ?? ?? 11-?? ?? ???? ?? ""??? ????? ????"" ??",0
شمالی ہندوستان کے بڑے حصوں میں ہڈیوں کو ٹھنڈا کرنے والا درجہ حرارت ریکارڈ کیا گیا اور وہ گھنے دھند میں چھائے ہوئے تھے جب کہ کشمیر کے کچھ مقامات جمعہ کو نئے سال کے دن برف سے ڈھکے ہوئے تھے۔,1
????? ???? ????? ?????? ?? ????? ?? ?? ???? ????? ??? ?????? ????? (?? ??) ?? ???? ?? ??????? ?? ??? ?? ???? ????? ?????? ?? ??? ????? ??? ???? ??? ???? ?? ???? ???? ???????? ?? ???? ???????? ?? ????????? ???? ??? ????,0
??????? ?? ???? ???? ????? ??? ?? ???? ???? ???? ????? ?? ?????? ??? ???? ???? ???? ?????? ?? ?????,0
????? ?? ?? ????? ???? ?? ???? ??? ??? ??? ? ????? ???? ?? ?? ?? â  mb ???????? ????????? Exp  (?????) ????? ??? ????? ???? ?? ??? ?? ????? ?? ????? ?? ???? ??? ??????? ???? ??? ??????? ?? ???? ?? ??? ?? ?????? ????? ?? ?? ?? ??? ???? ? ???????? ??? ????? ?? ?????? ?? ??? ???? ?? ?????? ??? ???? ??? 4 ???? ?? ? ?? ???? ?? ??? ????? ???? ?? ??? ?? ??? ????? ??? ??? ??? ?? 2016 ?? ???? ?? ??? ?? ???? ??? ????? ?? #OpTrump ??? ??? ?? ??????? ???? ???? ? ?? ???? ???? ??? ?????? ?? ?? ???? ?? ?? ?? ?? ??? ??? ???? ?? ????? ?? ??? ??? ????? ?? ?? ??? ????? ??? ???? ????? ??? ????? ?? ???? ?? ? ?? ???? ????? ?? ????? ??? ?? ?? ?? ???? ??? ???? ??? ????? ??? ????? ?? ???? (?? ?? ?? ???) ???? ? ???? ?? ???? ???? ???? ??? ???? ?? ???? ???? ? ???????? ??? ?????? ??? ?????? ??? ??? ????? ???? ???? ???? ?? ???? ??? ????? ?? ???? ??? ?????? ??????? ?? ???? ???? ??? ??? ??? ???? ?? ??? ???? ??? ????? ????? ???? ? ?? ?? ?? ??? ???? ???? ?? ???? ??? ??? ??? ?? ?? ???? ??? ??? ?? ??? ?????? ?? ?? ? ????? ??? ??? ?????? ?? ???? ??? ?? ?? ?? ????? ??? ???? ????? ??? ?? ?? ??? ????????? ????? ?? ???? ??? ????? ????? ?? [????] ?? ?? ???? ?????? ????? ??? ?????? ?? ???? ????? ?? ????? ????? ??? ?? ???? ??? ?? ?? ?? ?????? ??? ???? ????? ??? ???? ????? ??? ?? ???? ???? ???? ??? ???? ?? ??? ??? ??? ??? ?? ?????? ???? ???? ???? ?? ?? ????? ?? ?? ?? ??? ?? ????? ?? ???? ?? ?? ???? ?? ???? ?? ?????? ???? ??: ???? ?? ?? ????? ?? ?? ?? ?? ?? ??? ???? ??? ????? ? ????? ???? ??? ?? ?? ?? ???? ???? ?? ?? ?? ???? ?? ????? ???? ???? ????? ???? ???? ?? ?? ??? ??? ???? ??? ?? ?? ????? ?? ?????? ???? ?? ????? ??? ?? ??????? ?? ???? ?? ??? ??? ?? ?? ?????? ??? ??? ???? ?? ????? ?? ??? ???? ?? ???? ?????? ???? ?? ? ?? ?? ??? ?? ????? ??? ????? ???? ????? ???? ???? ??? ??? ??? ?? ??? ???? ???? ??? ?? ??? ???? ?? ?? ????? ?? ???? ??????? ?? ??? ??? ????? ???? ?? ? ??????? ?? ?? ?? ????? ???? ???? ?? ?? ??? ???? ???? ???? ?? (?????? ? ???? ?????? ????? ??? ?? ?? ?? ???? ???? ???? ??) ????? ?? ???? ???? ??? ???? ???? ?? ?? ?? ????? ??? ???????? ?? ?????? ??? ???? ???? ?? ???? ?????? ???? ???? ?? ?????? ??? ? ???? ?? ?????? ?? ?? ??? ??? ???? ?? ????? ?? ???? ??? ? ????????? ??????? ?? ???? ?? ???? ??? ?? ????? ???? ?? ??? ??? ?? ????? ?? ?? ???? ???? ??? ??? ? ??? ???? ????? ?? ?????? ???? ???? ?? ?????? ??? ??? ?? ??? ????? ???? ?? ??????? ?? ?? ??? ????? ???? ?? ???? ???? ?? ????? ???? ?? ?? ?? ?? ????? ??? ??????? ????? ???? ??? ?????? ? ???? ??? ?? ???? ??? ?? ??? ??? ??? ?? ?? ? ?? ??? ?? ???? ????? ?????? ??? ?? ????? ?????? ?????,0
???? ??? ????? ????? ??? ????? ?? ??? ?????? ?? ??? ?? ????? ??? ???? ????? ????? ?? ???? ???? ????? ???? ????? ?? 2012 ??? ??? ??? ?????? ???? ?????? ???? ?? ??? ??? ??? ?? ????? ??? ???? ?? ??? ???? ???? ????? ?? ?? ???? ????? ??????? ?? ????? ???? ??????? ????? ????? ?? ??? ????? ???? ?? ??? ??? ???? ?? ???????? ??? ???? ???? ??? ???? ???? ??? ???? ?????? ???? ??? ?? ??? ????? ????? ???? ????,0
جوہی تھانے میں ان مرغوں کو لاک اپ یا مال خانے میں نہیں رکھا گیا بلکہ انھیں کھلی جگہ میں ایک ٹانگ میں رسہ باندھ دیا گیا ہے۔ یہ روزانہ ایک سو روپے تک کا باجرہ کھا جاتے ہیں جو پولیس کو اپنے جیب سے خریدنا پڑتا ہے۔,1
شمالی ہند کے میدانی علاقوں میں کم از کم درجہ حرارت ایک سے چھ ڈگری سیلسیس کے درمیان ہے سوائے جنوبی ہریانہ اور شمالی راجستھان کے الگ تھلگ مقامات کے جہاں یہ صفر سے منفی ایک ڈگری کے درمیان ہے۔,1
?????? ???? ?? ??????? ?? ???? ?? ?? ?????? ????? ?? ???? ??? ???? ?? ????? ?? ??? ??? ???? ??? ??? ?? ?????? ????? ?? ???? ???? ??? ??? ????? ??? ??? ???? ???? ?? ?????? ??????? ?? ????? ????? ???? ??? ??? ?????? ????? ????? ??? ???? ???? ???,0
??? ??? ????? ?? ???? ???? ????? ???? ????? ???? (????) ????? ?? ?????? ?? ????? ????? ? ??????? ?? ????? ??? ??????? ???? ?????? ??? ???? ?? ???? ??? ? ????? ?? ??? ????? ?? ????? ???? ??? ????? ??? ??? ???? ?? ???? ?? ???? ???? ?????? ?? ????? ?? ????? ???? ??? ???? ????? ????? ?? ??? 13 ?? ???? ?? 14 ?????? ???? ???? ??? ?????? ?????? ???? ?? ?????? ???? ?? ?????? ?? ??? ?? ?????? ?????? ?? ?????? ?????? ?????? ????? ?? ?? ??? ??? ???? ??????? ?? ????? ?? ??? ????? ? ????? ?? ???? ????? ????? ?? ?? ????? ??? ??? ???? ???? ????? ??? ???? ??? ?? ???????? ?? ???? ??? ??? ???? ???? ???? ?? ???? ??????? ?? ?? ??? ???? ?? ???? ???? ????? ???? ????? ?? ???? ??? ? ?? ???? ??? ????? ????? ???? ?? ??? ???? ??? ????????? ??? ?? ??? ???? ??? ?? ???? ???? ????? ????? ????? ??? ????? ???? ??? ?????? ?????: ?????? ???? ?????? ?? ?? ?????? ???? ?? ??????? ?? ??????? ?? ??? ????? ????? ?? ??? ???? ?? ??? ???? ?????? ?????? ?????? ????? ??? ???? ??? ??????? ?? ??? ? ???? ????? ????? ???? ???? ???? ?????? ?? ???? ?? ?? ???? ??? ???? ??? ????? ??? ?????? ???? ???? ? ??????? ?? ???: ?? ????? ??????? ?? ????? ??? ?? ?? ?? ?? ?? ??????? ???? ??? ????? ?? ???? ?? ????? ??? ????? ?? ?? ????? ???? ??? ?? ????? ?? ????? ? ?? ????? ??? ???? ???? ??? ?? ??????? ?? ?????? ?? ???? ?? ??? ???? ??? ??? ??? ? ???? ????? ?? ?????? ???? ???? ??? ?? ?? ?? ??? ???? ??? ??? ??? ??? ?????? ?? ?????? ???? ???? ?? ????? ?? ????? ?? ?? ??????? ?? ?????? ?? ??? ?? ???? ?? ??? ?? ?????? ???? ?? ???? ?? ??? ??? ?? ??? ???? ?????? ???? ??? ?? ??? ????? ?? ?? ?????? ???? ???? ???? ?? ??? 13 ???? ???? ?????? ?? ???? ????? ?? ???? ???? ????? ???? ????? ?? ??? ??? ????? ???? ???? ?? ??????? ?? ????? ???? ????? ?? ??? ?? ?? ??? ????? ?? ??? ???? ????? ???? ??? ???? ????? ????? ?? ???????? ??? ???? ????? ???? ??? ??? ?? ???? ??? ?? ???? ????? ??? ?? ??? ??? ?? ??? ?????? ??? ????? ?? ???? ??? ? ?? ???? ???? ???? ?? ?? ?? ??? ??? ?? ?????? ?????? ?? ?? ????? ??? ?? ?? ??? ????? ??? ??? ?????? ???? ???? ?? ????? ?????? ??? ?????? ??? ??? ??? ???????? ?? ???? ???,0
??????? ??? ??? ?? ???? ??? ????? ?????? ????? ??? ??? ?????? ?? ????? ???? ?????? ?? ??? ?????? ?? ??? ???????? ?? ???? ???? ????? ?? ??? ??? ????,0
????? ?? ????? ???? ?? ????? ??? 2013 ??? 2014 ?? ????? ??? ??? ??? ??????? ???? ??? ???? ?????? ???? ?? ???? ?? ????? ??? ?????? ?? ????? ??? ???? ??? ??? ??? ???? ???? ?? ?????? ??? ???? ???? ?? ????? ??? ????? ????? ?? ???? ??? ???? ?? ????? ????? ?? ???? ??? ???? ?? ??? ?? ?? ??? ?? ??? ??? ??? ?????? ???? ??? ????? ?? ????? ?? ????? ?? ??? ???? ? ?????? ??? ??????? ?? ???? ????? ?? ?????? ??? ??? ????????? ????? ?? ???? ?? ???? ??? ??? ???? ??? ??? ??? ?? ?? ?????? ??? ??? ????? ???? ?? ????? ????? ??? ?????? ????? ??????? ??? ???? ?????? ?? ?? ????? ??? ???? ?? ????? ?????? ?? ??? ?? ??? ???????? ????? ????? ? ??????? ???????? ?????? ??? ??? ???? ?? ????? ???? ???? ?? ???? ??? ??? ???? ???? ????? ??????? ?????? ???? ?? ???? ??? ??  ?? ????????? ??? ??? ??? ??? ??? ??? ?? ??? ??????? ??????? ?? ????? ??? ??? ??? ??? ???? ?????? ???? ?? ???? ???? ??? ?? ????? ??? ???? ???? ????? ?? ?????? ?????? ?????? ??? ?? ?????? ?? ??? ?? ?? ???? ??? ?? ??? ?? ??????? ????? ?? ?? ?? ?? ?????? ?? ?????? ??? ?? ??? ?????? ??? ???? ???? ?? ??? ??? ??? ?? ??? ?? ?????? ?? ????? ?????,0
?????? ???? ?? ??? ??? ?????? ????? ?? ??????? ?? ????? ???? ???? ??? ?? ?????? ??????? ?? ???? ?? ??? ??? ??? ?? ??????? ???? ??????,0
???????? ??? ??? ?? ??????? ???? ????? ?? ??? ???????? ?????? ?? ???? ?? ????? ??? ???,0
???? ??? ???? ?? ???? ??? ??? ????? ?? ????? ???? ?? ??? ???? ??? ???? ???? ???,0
??????? ??? ????? ???? ????? ?????? ?? ????? ????? ?? ??? ??? ??????? ????? ????? ?? ????? ?? ???? ?? ?????? ????? ??? ????? ??????? ??????? ?? ??? ????? ?? ??? ?? ??? ???,0
??????? ????? ?? ????? (?????? ???? ??? ??? ??) ???????? ????? ???? ??? ??????? ???? ?? ????? ??? ?????? ?? ??? ?? (???? ???? ????) ??? ???? ???? ???? ?? ????? ????? ?????? ????,0
ساٹھ کی دہائی میں صدر ایوب خان کا امریکہ میں زبردست استقبال دراصل امریکہ کی اس خطے میں سرد جنگ کی پالیسی کا حصہ تھا جس میں چاہے کوئی فوجی آمر ہو یا مطلق العنان بادشاہ، اگر وہ کمیونزم کے خلاف ہے تو وہ امریکی اتحادی ہوگا۔,1
کرناٹک بی جے پی نے بی ایس یدی یورپا کو بطور وزیر اعلی تبدیل کرنے کی خبروں کی سختی سے تردید کی ہے۔,1
جھانسی پولی ٹیکنک کالج میں نابالغ کی عصمت دری، واقعہ 10-12 طلباء نے فلمایا,1
???? ????? ??? ??? ???? ?? ???? ??? ??? ?????? ?? ?????? ????? ?? ??????? ?? ?? ????? ????? ????,0
جموں: لائن آف کنٹرول (ایل او سی) کے ساتھ پاکستانی فوجیوں نے جمعہ کو دو بار جنگ بندی کی خلاف ورزی کی تو فوج کا ایک جونیئر کمیشنڈ افسر مارا گیا۔,1
بابری مسجد انہدام: اڈوانی، جوشی اور اوما سمیت تمام 32 کو بری، عدالت نے کہا ثبوت نہیں,1
سفیدوں کے ساتھ باہر اور گلابی کے ساتھ۔ جمعرات کی رات بلیک کیپس کے کپتان کے لیے T20 کے ایک اہم سال کی بنیاد رکھے گی۔,1
?????? ?? ??? ?? ???? ?? ????? ???????? ?? ????? ??? ???? ?????? ?? ??? ?? ??? ?? ??? ?? ????? ???????? ?? ?????? ??? ?? ?? ?? ???? ??? ?? ?? ???? ?? ???? ???? ??? ??? ?? ??? ?? ?? ?? ?? ???? ???? ?? ?? ???????? ?? ?? ?????? ??? ??? ??? ??? ????????? ??? ??????? ?? ?????? ???????? ?? ??? ?????? ?? ????? ?? ????? ???? ?? ??? ????? ?? ????? ????? ????? ??????? ??? ?? ?? ?? ??? ?? ??? ?? ????? ????? ?? ????? ????? ????? ???????? ?? ??? ?? ??? ????? ????? ?? ??????? ???? ??? ??? ?? ?? ?? ?? ??????? ???? ??? ???? ??? ???? ?? ?? ???? ?????? ???? ?? ??? ??? ????? ??? ??? ?? ??? ?? ??? ???? ???? ?? ????? ?????? ?? ??? ???? ?????? ?? ?????? ?? ??? ???? ????? ???? ??? ?????? ?? ????? ??? ??? ?? ?? ?? ?? ???? ?? ??? ????? ?? ???? ??? ?? ??? ???? ?? ?? ???? ????????? ?? ??? ??? ??? ?? 2015 ??? ?? ????????? ?? ???? ??? ????? ???? ?? ??? ?? ?? ????? ?? ??? ?? ?? ???? ??? ??? ?? ?? ?????? ?? ?????? 5 ????? ??????? ?? ???? ?????? ???? ??? ??? ??? ????????? ??? ??????? ?? ?????? ???????? ?? ??? ?????? ?? ????? ?? ????? ?? ??? ??? ?? ??? ?? ????? ???????? ??? ???? ??? ??? ?? ?????? ?????? ??? ?? ???? ?? ??? ??? ????????? ?? ???? ????? ???? ???? ??????? ?? ????? ?? ??? ????? ??? ?? ?? ?? ?????? ?? ????? ???? ????? ??? ????? ????? ????? ???? ?? ?????? ???? ?? ??? ?? ?????? ?? ??? ????? ??? ?? ????? ????? ??? ?? ????? ??? ???? ??? ???? ????? ?? ??? ?? ???? ?? ????? ????? ??? ?? ??? ???? ??? ?? ?? ?? ?????? ?? ?????? ?? ?? ??? ???? ???? ?? ????? ????? ????  ??? ????? ??? ?? ??????? 28000000 ???? ?? ??? ????? ??? ??? ?? ??? ?? ?? ?? 100000 ???? ?? ???????? ????? ?? ??? ??? ??????? ?? ???? ?? ?? ?? ??? ?? ??? ?????? ?? ?? ???? ??????? ?? ???? ???? ??? ???? ???? ?? ???? ??????? ??? ???? ??? ?? ????? ?? ????? ??? ???? ??? ??????? ?????? ??????? ???? ???? ?? ???? ??? ???? ???????? ?? ??? ?? ???,0
بائیں ہاتھ کے کھلاڑی نے 2017 میں پانچ سالہ معاہدے پر دستخط کیے تھے لیکن اس کے پاس اسٹارز کے لیے رنز کی بڑی حد تک کمی ہے۔,1
پاکستان کے دفتر خارجہ نے ایسی خبروں کی تردید کرتے ہوئے انھیں ’بے بنیاد‘ اور ’فیک‘ قرار دیا ہے۔ دفتر خارجہ کا کہنا ہے کہ پاکستان اور سعودی عرب میں گہرے باہمی تعلقات ہیں اور اہم معاملات پر ہمیشہ دونوں ممالک نے ایک دوسرے کو سپورٹ کیا ہے۔,1
??? ?????? ??? ?????? ?? ??????? ?? ??? ???? ?????? ???? ???? ???????? ?? ????? ???? ???: â J J ???? ?? ?????  ?? ????? ?? ?????? ???? ???? ??????? ?? ???? ???? ?? ??? ???? ????? ???? ???? ?? ? ?? ?? ????? ?? ? ???? ?????? ?? ??? ?????? ????? ?? ??????? ???? ????? ?????? ?? ??? ????? ??????? ??? ??? ???? ?? ????? ??????? ???? ?????? ?? ???????? ?????? ??? ??? ?? ??????? ?? ???? ??? ? ?? ???????? ?? ??? ?? ??? ?? ?????? ?? ????? ?? ???????? ??? ??? ???? ?? ?????? ?? ???? ?????? ??? ? ?? ?? ???? ???? ??? ?????? ??? ? ?????? ????? ??? ??? ??? ??? ???? ?????? ?? ??? ?? ???? ??????? ???? ????? ?? ??? ???? ????? ?? ?????? ???? ???? ?? ?? ?? ??? ???? ???? ??? ??? ??? ??? ????? ???? ??? ?? ????????? ????? ?? ??? ?? ??? ?????? ???? ???,0
???? 48 ?????? ?? ????? ?? ???? ??????? ??? ?? ?? ???? ?? ??? ????? ?? ???? ?? ??? ????? ?? ????? ?? ??? ???? ??? ?? ??? ???? ?? ????? ???? ???? ??? ?? ???? ??? ???,0
یہ شخص مبینہ طور پر وہاں سے گزرنے والے لوگوں کو ڈرانے کے لیے گرجدار آوازیں نکال رہا تھا۔,1
